Product ID,Website SKU,Grace SKU,QB Match Status,Category,Family,Shape,Color,Capacity,Capacity (oz),Capacity (ml),Applicator,Cap Color,Cap Style,Neck Thread Size,Neck Thread (Web),Height with Cap,Height without Cap,Diameter,Bottle Weight (g),Case Weight (g),Case Quantity,QB Price,Web Price (1pc),Web Price (10pc),Web Price (12pc),Stock Status,Item Name,Item Description,Item Type (Web),Product Type (ML),Use Case Description,Product URL,Data Grade,Usage,Product Type,Bottle Collection,Component Group,Use Case URL
BB-LB-050-0009,LBCrclFrst50LtnCu,LB-CIR-FRS-50ML-LPM-CPR,Matched to QB,Lotion Bottle,Circle,Standard,Frosted,50 ml (1.69 oz),1.69,50,Lotion Pump,Copper,Pump,N/A,18-415,112 ±2 mm,87 ±1 mm,72 ±1 mm,99,27730,270,2.8,2.8,2.22,2.66,In Stock,Circle 50 ml (1.69 oz) Frosted Lotion Bottle with Lotion Pump Copper Cap,"Circle design 50 ml, 1.7oz frosted glass bottle with matte copper lotion pump.",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Circle Collection,N/A,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-copper-lotion-pump-and-cap
BB-LB-050-0010,LBCrclFrst50LtnMtGl,LB-CIR-FRS-50ML-LPM-MGLD,Matched to QB,Lotion Bottle,Circle,Standard,Frosted,50 ml (1.69 oz),1.69,50,Lotion Pump,Matte Gold,Screw Cap,N/A,18-415,112 ±2 mm,87 ±1 mm,72 ±1 mm,99,27730,270,2.8,2.8,2.22,2.66,In Stock,Circle 50 ml (1.69 oz) Frosted Lotion Bottle with Lotion Pump Matte Gold Cap,"Circle design 50 ml, 1.7oz frosted glass bottle with matte gold lotion pump.",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Circle Collection,N/A,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-gold-lotion-pump-and-cap
BB-LB-050-0011,LBCrclFrst50LtnMtSl,LB-CIR-FRS-50ML-LPM-MSLV,Matched to QB,Lotion Bottle,Circle,Standard,Frosted,50 ml (1.69 oz),1.69,50,Lotion Pump,Matte Silver,Pump,N/A,18-415,112 ±2 mm,87 ±1 mm,72 ±1 mm,99,27730,270,2.8,2.8,2.22,2.66,In Stock,Circle 50 ml (1.69 oz) Frosted Lotion Bottle with Lotion Pump Matte Silver Cap,"Circle design 50 ml, 1.7oz frosted glass bottle with matte silver lotion pump.",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Circle Collection,N/A,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-matte-silver-lotion-pump-and-cap
BB-LB-050-0012,LBCrclFrst50LtnShnBlk,LB-CIR-FRS-50ML-LPM-SBLK,Matched to QB,Lotion Bottle,Circle,Standard,Frosted,50 ml (1.69 oz),1.69,50,Lotion Pump,Shiny Black,Pump,N/A,18-415,112 ±2 mm,87 ±1 mm,72 ±1 mm,99,27730,270,2.8,2.8,2.22,2.66,In Stock,Circle 50 ml (1.69 oz) Frosted Lotion Bottle with Lotion Pump Shiny Black Cap,"Circle design 50 ml, 1.7oz frosted glass bottle with shiny black lotion pump.",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Circle Collection,N/A,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-black-lotion-pump-and-cap
BB-LB-050-0013,LBCrclFrst50LtnShnGl,LB-CIR-FRS-50ML-LPM-SGLD,Matched to QB,Lotion Bottle,Circle,Standard,Frosted,50 ml (1.69 oz),1.69,50,Lotion Pump,Shiny Gold,Screw Cap,N/A,18-415,112 ±2 mm,87 ±1 mm,72 ±1 mm,99,27730,270,2.8,2.8,2.22,2.66,In Stock,Circle 50 ml (1.69 oz) Frosted Lotion Bottle with Lotion Pump Shiny Gold Cap,"Circle design 50 ml, 1.7oz frosted glass bottle with shiny gold lotion pump.",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Circle Collection,N/A,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-gold-lotion-pump-and-cap
BB-LB-050-0014,LBCrclFrst50LtnShnSl,LB-CIR-FRS-50ML-LPM-SSLV,Matched to QB,Lotion Bottle,Circle,Standard,Frosted,50 ml (1.69 oz),1.69,50,Lotion Pump,Shiny Silver,Pump,N/A,18-415,112 ±2 mm,87 ±1 mm,72 ±1 mm,99,27730,270,2.8,2.8,2.22,2.66,In Stock,Circle 50 ml (1.69 oz) Frosted Lotion Bottle with Lotion Pump Shiny Silver Cap,"Circle design 50 ml, 1.7oz frosted glass bottle with shiny silver lotion pump.",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Circle Collection,N/A,https://www.bestbottles.com/product/circle-design-50-ml-frosted-glass-bottle-shiny-silver-lotion-pump-and-cap
BB-LB-100-0015,LBCyl100LtnClOvrCap,LB-CYL-CLR-100ML-LPM-COCP,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Clear Overcap,Pump,18-415,18-415,196 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Clear Overcap Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withwith a matte silver collar treatment pump and clear overcap..",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-100-0016,LBCyl100LtnCu,LB-CYL-CLR-100ML-LPM-CPR,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Copper,Pump,18-415,18-415,195 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Copper Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte copper lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-copper-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-100-0017,LBCyl100LtnMtGl,LB-CYL-CLR-100ML-LPM-MGLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Matte Gold,Screw Cap,18-415,18-415,195 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Matte Gold Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte gold lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-gold-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-100-0018,LBCyl100LtnMtSl,LB-CYL-CLR-100ML-LPM-MSLV,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Matte Silver,Pump,18-415,18-415,195 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Matte Silver Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withmatte silver lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-100-0019,LBCyl100LtnShnBlk,LB-CYL-CLR-100ML-LPM-SBLK,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Shiny Black,Pump,18-415,18-415,195 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Shiny Black Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny black lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-100-0020,LBCyl100LtnShnGl,LB-CYL-CLR-100ML-LPM-SGLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Shiny Gold,Screw Cap,18-415,18-415,195 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Shiny Gold Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny gold lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-100-0021,LBCyl100LtnShnSl,LB-CYL-CLR-100ML-LPM-SSLV,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,100 ml (3.38 oz),3.5,100,Lotion Pump,Shiny Silver,Pump,18-415,18-415,195 ±2 mm,154 ±2 mm,35 ±0.5 mm,28.93,22128.36,793,3.05,3.05,2.42,2.9,In Stock,Cylinder 100 ml (3.38 oz) Clear Lotion Bottle with Lotion Pump Shiny Silver Cap,"Cylinderdesign100 ml,  3 1/2oz Clear glass bottle  withshiny silver lotion pump.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-025-0001,LBcyl25LtnClOvrCap,LB-CYL-CLR-25ML-LPM-CLR,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Clear,Pump,N/A,18-415,109 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Clear Cap,Cylinder design 25 ml clear glass bottle with a matte silver collar treatment pump and clear overcap.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap
BB-LB-025-0002,LBCyl25LtnCu,LB-CYL-CLR-25ML-LPM-CPR,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Copper,Pump,N/A,18-415,108 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Copper Cap,Cylinder design 30 ml 1oz clear glass bottle with matte copper lotion pump.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-copper-lotion-pump-and-cap
BB-LB-025-0003,LBCyl25LtnMtGl,LB-CYL-CLR-25ML-LPM-MGLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Matte Gold,Screw Cap,N/A,18-415,108 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Matte Gold Cap,Cylinder design 25 ml clear glass bottle with matte gold lotion pump.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-gold-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-gold-lotion-pump-and-cap
BB-LB-025-0004,LBCyl25LtnMtSl,LB-CYL-CLR-25ML-LPM-MSLV,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Matte Silver,Pump,N/A,18-415,108 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Matte Silver Cap,Cylinder design 25 ml clear glass bottle with matte gold lotion pump.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-silver-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-matte-silver-lotion-pump-and-cap
BB-LB-025-0005,LBCyl25LtnShnBlk,LB-CYL-CLR-25ML-LPM-SBLK,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Shiny Black,Pump,N/A,18-415,108 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Shiny Black Cap,Cylinder design 25ml clear glass bottle with shiny black lotion pump.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-black-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-black-lotion-pump-and-cap
BB-LB-025-0006,LBCyl25LtnShnGl,LB-CYL-CLR-25ML-LPM-SGLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Shiny Gold,Screw Cap,N/A,18-415,108 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Shiny Gold Cap,Cylinder design 25ml clear glass bottle with shiny gold lotion pump.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-gold-lotion-pump-and-cap
BB-LB-025-0007,LBCyl25LtnShnSl,LB-CYL-CLR-25ML-LPM-SSLV,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,25 ml (0.85 oz),0.85,25,Lotion Pump,Shiny Silver,Pump,N/A,18-415,108 ±2 mm,83 ±1 mm,32 ±0.5 mm,28.93,22128.36,793,2.5,2.5,1.98,2.38,In Stock,Cylinder 25 ml (0.85 oz) Clear Lotion Bottle with Lotion Pump Shiny Silver Cap,Cylinder design 25 ml clear glass bottle with shiny silver lotion pump.,Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,B — no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-25-ml-glass-bottle-shiny-silver-lotion-pump-and-cap
BB-LB-050-0015,LBCyl50LtnClOvrCap,LB-CYL-CLR-50ML-LPM-COCP,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Clear Overcap,Pump,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Clear Overcap Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withwith a matte silver collar treatment pump and clear overcap.0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-050-0016,LBCyl50LtnCu,LB-CYL-CLR-50ML-LPM-CPR,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Copper,Pump,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Copper Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte copper lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-copper-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-050-0017,LBCyl50LtnMtGl,LB-CYL-CLR-50ML-LPM-MGLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Matte Gold,Screw Cap,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Matte Gold Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte gold lotion pump.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-gold-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-050-0018,LBCyl50LtnMtSl,LB-CYL-CLR-50ML-LPM-MSLV,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Matte Silver,Pump,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Matte Silver Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withmatte silver lotion pump.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-matte-silver-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-050-0019,LBCyl50LtnShnBlk,LB-CYL-CLR-50ML-LPM-SBLK,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Shiny Black,Pump,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Shiny Black Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny black lotion pump.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-black-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-050-0020,LBCyl50LtnShnGl,LB-CYL-CLR-50ML-LPM-SGLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Shiny Gold,Screw Cap,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Shiny Gold Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny gold lotion pump.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-gold-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-050-0021,LBCyl50LtnShnSl,LB-CYL-CLR-50ML-LPM-SSLV,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,50 ml (1.69 oz),1.7,50,Lotion Pump,Shiny Silver,Pump,18-415,18-415,142 ±2 mm,117 ±2 mm,32 ±0.5 mm,101,23280,216,2.7,2.7,2.14,2.57,In Stock,Cylinder 50 ml (1.69 oz) Clear Lotion Bottle with Lotion Pump Shiny Silver Cap,"Cylinderdesign50 ml,  1.7oz Clear glass bottle  withshiny silver lotion pump0.",Lotion Bottles,Lotion Bottle,"For use with lotions, moisturizer, and serums.",https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-shiny-silver-lotion-pump-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-009-0001,LBCyl9LtnBlk,LB-CYL-CLR-9ML-T-01,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,9 ml (0.3 oz),0.3,9,Pump,Clear,Tall,N/A,17-415,98 ±1 mm,70 ±1 mm,20 ±0.5 mm,30.14,21684.27,724,0.88,0.88,0.7,0.84,In Stock,Cylinder 9 ml (0.3 oz) Clear Lotion Bottle Tall Cap,"Cylinder design 9ml,1/3 oz clear glass bottle with treatment pump with black trim and plastic overcap",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-black-trim-and-cap,C — no applicator; no cap color; no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-black-trim-and-cap
BB-LB-009-0002,LBCyl9LtnGl,LB-CYL-CLR-9ML-T-02,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,9 ml (0.3 oz),0.3,9,Pump,Clear,Tall,N/A,17-415,98 ±1 mm,70 ±1 mm,20 ±0.5 mm,30.14,21684.27,724,0.88,0.88,0.7,0.84,In Stock,Cylinder 9 ml (0.3 oz) Clear Lotion Bottle Tall Cap,"Cylinder design 9ml,1/3 oz clear glass bottle with treatment pump with gold trim and plastic overcap",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-gold-trim-and-cap,C — no applicator; no cap color; no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-gold-trim-and-cap
BB-LB-009-0003,LBCyl9LtnMtSl,LB-CYL-CLR-9ML-T-03,Matched to QB,Lotion Bottle,Cylinder,Standard,Clear,9 ml (0.3 oz),0.3,9,Pump,Clear,Tall,N/A,17-415,98 ±1 mm,70 ±1 mm,20 ±0.5 mm,30.14,21684.27,724,0.88,0.88,0.7,0.84,In Stock,Cylinder 9 ml (0.3 oz) Clear Lotion Bottle Tall Cap,"Cylinder design 9ml,1/3 oz clear glass bottle with treatment pump with matte silver trim plastic overcap",Lotion Bottles,Lotion Bottle,,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-matte-silver-trim-cap,C — no applicator; no cap color; no thread,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,https://www.bestbottles.com/product/cylinder-design-9-ml-clear-glass-bottle-lotion-pump-matte-silver-trim-cap
BB-LB-009-0004,LBCylAmb9LtnBlk,LB-CYL-AMB-9ML-LPM-BLK,Matched to QB,Lotion Bottle,Cylinder,Standard,Amber,9 ml (0.3 oz),0.3333,9,Lotion Pump,Black,Pump,17-415,17-415,96 ±1 mm,70 ±1 mm,20 ±0.5 mm,30.14,21684.27,724,0.88,0.88,0.7,0.84,In Stock,Cylinder 9 ml (0.3 oz) Amber Lotion Bottle with Lotion Pump Black Cap,"Cylinder design 9ml, 1/3 oz amber glass bottle with Treatment Pump and black trim and plastic overcap.",Lotion Bottles,Lotion Bottle,"Wholesale Distributor of glass bottles and containers For use with perfume, fragrance oil, essential oil, or aromatherapy. Amber glass bottle, glass bottle with lotion pump applicator and black trim and cap, cap acity: 9ml, (1/3)oz",https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-lotion-pump-black-trim-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
BB-LB-009-0005,LBCylAmb9LtnGl,LB-CYL-AMB-9ML-LPM-GLD,Matched to QB,Lotion Bottle,Cylinder,Standard,Amber,9 ml (0.3 oz),0.3333,9,Lotion Pump,Gold,Screw Cap,17-415,17-415,96 ±1 mm,70 ±1 mm,20 ±0.5 mm,30.14,21684.27,724,0.88,0.88,0.7,0.84,In Stock,Cylinder 9 ml (0.3 oz) Amber Lotion Bottle with Lotion Pump Gold Cap,"Cylinder design 9ml, 1/3 oz amber glass bottle with Treatment Pump and gold trim and plastic overcap.",Lotion Bottles,Lotion Bottle,"Wholesale Distributor of glass bottles and containers For use with perfume, fragrance oil, essential oil, or aromatherapy. Amber glass bottle, glass bottle with lotion pump applicator and gold trim and cap, cap acity: 9ml, (1/3)oz",https://www.bestbottles.com/product/cylinder-design-9-ml-amber-glass-bottle-lotion-pump-gold-trim-and-cap,A,Lotion & Body Care,Lotion Bottle,Cylinder Collection,N/A,
